"chamber","state","siteid","stream","year","month","date","processname","process","blanktype","chamber_size","origilsubstrate","substrate","test","amended_unamended","blank_not","air_not","light_dark","surface_area","temp_initial","temp_final","hour_rate","mean_blank_rate","mean_blank_rate_NAzero","correctedflux","correctedflux_nonegs"
"14","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"Nfixation_unamended","Nfixation","small Wood","small","Wood","Wood","NF","unamended","not","not","Light",0.007626473,16.5,17.8,0.000237496855,-2.2528909e-05,-2.2528909e-05,0.318221428262667,0.318221428262667
"19","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"Nfixation_unamended","Nfixation","small Wood","small","Wood","Wood","NF","unamended","not","not","Light",0.004979247,16.5,20.2,-5.4183804e-05,-2.2528909e-05,-2.2528909e-05,-0.059335414906444,0
"16","MI","Pilgrim River 2019-09-09","Pilgrim River",2019,"September",2019-09-09,"Nfixation_unamended","Nfixation","small Wood","small","Wood","Wood","NF","unamended","not","not","Light",0.003992269,13.4,14.2,0.00017050698,-9.33543305e-05,-9.33543305e-05,0.616868644038432,0.616868644038432
"21","MI","Pilgrim River 2019-09-09","Pilgrim River",2019,"September",2019-09-09,"Nfixation_unamended","Nfixation","small Wood","small","Wood","Wood","NF","unamended","not","not","Light",0.002975643,14,14.1,-1.5297586e-05,-9.33543305e-05,-9.33543305e-05,0.244830987901887,0.244830987901887
"2","PR","Rio Guillarte 2019-02-21","Rio Guillarte",2019,"February",2019-02-21,"denitrification_amended","denitrification","small Other","small","Algae","Other","DA","amended","not","not","Dark",0.00453646,24.7,23.6,0,0,0,0,0
"3","PR","Rio Guillarte 2019-02-21","Rio Guillarte",2019,"February",2019-02-21,"denitrification_unamended","denitrification","small Other","small","Algae","Other","DU","unamended","not","not","Dark",0.00453646,24,24,-0.000439723282,-0.01858005296,-0.01858005296,111.965989115742,111.965989115742
"1","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_amended","denitrification","small Other","small","Algae","Other","DA","amended","not","not","Dark",0.00453646,15.7,21.4,0.004713609437,-0.5088184609,-0.5088184609,3169.62961636077,3169.62961636077
"4","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_amended","denitrification","small Other","small","Algae","Other","DA","amended","not","not","Dark",0.00453646,15.1,21.6,-0.2104722029,-0.5088184609,-0.5088184609,1841.45682404342,1841.45682404342
"9","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_amended","denitrification","small Other","small","Algae","Other","DA","amended","not","not","Dark",0.00453646,16.5,21.4,-0.482005479,-0.5088184609,-0.5088184609,165.495450902245,165.495450902245
"5","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_unamended","denitrification","small Other","small","Algae","Other","DU","unamended","not","not","Dark",0.00453646,16.3,19.7,-0.2672655082,-0.4561579403,-0.4561579403,1165.88443385371,1165.88443385371
"11","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_unamended","denitrification","small Other","small","Algae","Other","DU","unamended","not","not","Dark",0.00453646,16.3,21.7,-0.9282560994,-0.4561579403,-0.4561579403,-2913.89066690768,0
"13","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_unamended","denitrification","small Other","small","Algae","Other","DU","unamended","not","not","Dark",0.00453646,17.2,21,-0.2662322744,-0.4561579403,-0.4561579403,1172.26177354148,1172.26177354148
"25","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"denitrification_amended","denitrification","small Other","small","Algae","Other","DA","amended","not","not","Dark",0.00453646,24.1,27.6,-0.4216027799,-0.5244491121,-0.5244491121,634.789527869749,634.789527869749
"30","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"denitrification_amended","denitrification","small Other","small","Algae","Other","DA","amended","not","not","Dark",0.00453646,23.7,27.6,-0.41090564,-0.5244491121,-0.5244491121,700.814559987303,700.814559987303
"27","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"denitrification_unamended","denitrification","small Other","small","Algae","Other","DU","unamended","not","not","Dark",0.00453646,24.8,26.7,-0.3557746679,NA,0,-2195.91723528919,0
"29","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"denitrification_unamended","denitrification","small Other","small","Algae","Other","DU","unamended","not","not","Dark",0.00453646,25.9,27.4,NA,NA,0,NA,NA
"5","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_amended","denitrification","small Rock","small","Bedrock scrape","Rock","DA","amended","not","not","Dark",0.00453646,20.1,20.3,0.07211409186,0,0,445.103576815402,445.103576815402
"7","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_amended","denitrification","small Rock","small","Bedrock scrape","Rock","DA","amended","not","not","Dark",0.00453646,19.9,20.2,0,0,0,0,0
"1","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_unamended","denitrification","small Rock","small","Bedrock scrape","Rock","DU","unamended","not","not","Dark",0.00453646,20.1,20.1,0,-0.01729934509,-0.01729934509,106.775252624293,106.775252624293
"12","NH","Hubbard Brook 2018-08-07","Hubbard Brook",2018,"August",2018-08-07,"denitrification_unamended","denitrification","small Rock","small","Bedrock scrape","Rock","DU","unamended","not","not","Dark",0.00453646,20.2,20.2,0,-0.01729934509,-0.01729934509,106.775252624293,106.775252624293
"B10","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","small Sediment","small","Clay","Sediment","DA","amended","not","not","Light",0.003216991,23.8,25.4,0.3042082544,0.5537906903,0.5537906903,-2172.31201616666,0
"B11","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","small Sediment","small","Clay","Sediment","DA","amended","not","not","Light",0.003216991,23.7,25.8,0.1210856161,0.5537906903,0.5537906903,-3766.17220178732,0
"B7","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_unamended","denitrification","small Sediment","small","Clay","Sediment","DU","unamended","not","not","Light",0.003216991,23.9,25.7,0.5053479649,-0.5832525406,-0.5832525406,9474.94542384483,9474.94542384483
"B8","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_unamended","denitrification","small Sediment","small","Clay","Sediment","DU","unamended","not","not","Light",0.003216991,23.6,25.4,0.3061718185,-0.5832525406,-0.5832525406,7741.35894530013,7741.35894530013
"14","PR","Rio Cupeyes 2019-02-23","Rio Cupeyes",2019,"February",2019-02-23,"denitrification_amended","denitrification","small Other","small","CPOM","Other","DA","amended","not","not","Dark",0.00453646,22.7,22.4,1.329210969,NA,0,8204.1739885285,8204.1739885285
"17","PR","Rio Cupeyes 2019-02-23","Rio Cupeyes",2019,"February",2019-02-23,"denitrification_unamended","denitrification","small Other","small","CPOM","Other","DU","unamended","not","not","Dark",0.00453646,22.8,22.4,1.418858827,NA,0,8757.49971475556,8757.49971475556
"4","PR","Rio Guillarte 2019-02-21","Rio Guillarte",2019,"February",2019-02-21,"denitrification_amended","denitrification","small Other","small","CPOM","Other","DA","amended","not","not","Dark",0.00453646,23.1,23.6,2.546986055,0,0,15720.5419071258,15720.5419071258
"5","PR","Rio Guillarte 2019-02-21","Rio Guillarte",2019,"February",2019-02-21,"denitrification_unamended","denitrification","small Other","small","CPOM","Other","DU","unamended","not","not","Dark",0.00453646,22.5,23.6,0.2507367344,-0.01858005296,-0.01858005296,1662.28073124859,1662.28073124859
"9","PR","Rio Guillarte 2019-02-21","Rio Guillarte",2019,"February",2019-02-21,"denitrification_amended","denitrification","small Rock","small","Gravel","Rock","DA","amended","not","not","Dark",0.003216991,23.5,23.4,-0.00443287182,0,0,-38.5827659946826,0
"10","PR","Rio Guillarte 2019-02-21","Rio Guillarte",2019,"February",2019-02-21,"denitrification_unamended","denitrification","small Rock","small","Gravel","Rock","DU","unamended","not","not","Dark",0.003216991,22.6,23.6,0,-0.01858005296,-0.01858005296,161.716797740497,161.716797740497
"19","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Light",0.00453646,15.5,18.5,0.01230641948,0.07164620902,0.07164620902,-366.257854609101,0
"23","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Light",0.00453646,15.4,18.5,0.09453044503,0.07164620902,0.07164620902,141.246392182451,141.246392182451
"22","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Light",0.00453646,15.4,18.5,0.275531184,0.1284939145,0.1284939145,907.5454310189,907.5454310189
"24","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Light",0.00453646,15.4,18.6,0.2395391946,0.1284939145,0.1284939145,685.395185408887,685.395185408887
"23","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Light",0.00453646,33.2,31.6,3.595439139,0,0,22191.8182662252,22191.8182662252
"24","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Light",0.00453646,32.1,31.9,1.480089816,0,0,9135.43045634702,9135.43045634702
"6","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Light",0.00453646,24.8,28.9,1.402850848,0,0,8658.69504944384,8658.69504944384
"8","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Light",0.00453646,24.9,29.6,0.4171365873,0,0,2574.65610727307,2574.65610727307
"25","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Light",0.00453646,31.4,31.7,0.03860430798,-0.00237524748,-0.00237524748,252.934568557862,252.934568557862
"26","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Light",0.00453646,32.1,31.9,0.08603585965,-0.00237524748,-0.00237524748,545.692235716837,545.692235716837
"9","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Light",0.00453646,26.4,29.8,0.06013404352,-0.00237524748,-0.00237524748,385.820694550376,385.820694550376
"10","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Light",0.00453646,25.9,30.1,0.01173588494,-0.00237524748,-0.00237524748,87.0969230986276,87.0969230986276
"1","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Light",0.00453646,16.9,17.6,0.2076655543,0,0,1281.75615356467,1281.75615356467
"10","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Light",0.00453646,15.8,16.6,3.585591411,0,0,22131.0359857686,22131.0359857686
"3","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Light",0.00453646,17.3,17.5,0.2951387322,0.01427963761,0.01427963761,1733.52231663456,1733.52231663456
"6","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Light",0.00453646,14.9,17.9,0.120211776,0.01427963761,0.01427963761,653.835782729265,653.835782729265
"29","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Dark",0.00453646,17.6,21.9,-0.5871886328,NA,0,-3624.25365117294,0
"30","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_amended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DA","amended","not","not","Dark",0.00453646,17.4,22,-0.7563448893,NA,0,-4668.32219404558,0
"24","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Dark",0.00453646,17.4,21.1,-0.8040844206,NA,0,-4962.98077725804,0
"27","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_unamended","denitrification","small Macrophyte","small","Macrophyte","Macrophyte","DU","unamended","not","not","Dark",0.00453646,17.4,20.1,-0.4279725206,NA,0,-2641.5378018984,0
"2","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_amended","denitrification","small Rock","small","Pebble","Rock","DA","amended","not","not","Dark",0.003216991,22.3,23.4,0,0,0,0,0
"3","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_amended","denitrification","small Rock","small","Pebble","Rock","DA","amended","not","not","Dark",0.003216991,22.3,23.1,0.7298681768,0,0,6352.61614048656,6352.61614048656
"6","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_unamended","denitrification","small Rock","small","Pebble","Rock","DU","unamended","not","not","Dark",0.003216991,22.5,23.5,NA,0,0,NA,NA
"10","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_unamended","denitrification","small Rock","small","Pebble","Rock","DU","unamended","not","not","Dark",0.003216991,22.7,23.4,0.01975973046,0,0,171.984457799229,171.984457799229
"3","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","small Rock","small","Pebble","Rock","DA","amended","not","not","Dark",0.003216991,26.3,31,0.7712392299,0,0,6712.70091747226,6712.70091747226
"5","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","small Rock","small","Pebble","Rock","DA","amended","not","not","Dark",0.003216991,26.6,31,1.287159704,0,0,11203.1621201303,11203.1621201303
"1","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","small Rock","small","Pebble","Rock","DU","unamended","not","not","Dark",0.003216991,26.2,31.3,0.1125435605,0,0,979.555023312157,979.555023312157
"8","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","small Rock","small","Pebble","Rock","DU","unamended","not","not","Dark",0.003216991,26.7,31.3,0.2072903608,0,0,1804.21086114322,1804.21086114322
"6","PR","Rio Cupeyes 2019-02-23","Rio Cupeyes",2019,"February",2019-02-23,"denitrification_amended","denitrification","small Rock","small","Pebble","Rock","DA","amended","not","not","Dark",0.003216991,22.8,22.5,1.064432253,NA,0,9264.59013531589,9264.59013531589
"11","PR","Rio Cupeyes 2019-02-23","Rio Cupeyes",2019,"February",2019-02-23,"denitrification_amended","denitrification","small Rock","small","Pebble","Rock","DA","amended","not","not","Dark",0.003216991,22.7,22.4,1.74144325,NA,0,15157.1487144353,15157.1487144353
"7","PR","Rio Cupeyes 2019-02-23","Rio Cupeyes",2019,"February",2019-02-23,"denitrification_unamended","denitrification","small Rock","small","Pebble","Rock","DU","unamended","not","not","Dark",0.003216991,22.7,22.4,0.887241184,NA,0,7722.35705726251,7722.35705726251
"8","PR","Rio Cupeyes 2019-02-23","Rio Cupeyes",2019,"February",2019-02-23,"denitrification_unamended","denitrification","small Rock","small","Pebble","Rock","DU","unamended","not","not","Dark",0.003216991,23,22.5,0.8786955347,NA,0,7647.97755778614,7647.97755778614
"4","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,17.9,19.8,2.880200975,0.1671443952,0.1671443952,23613.862840897,23613.862840897
"6","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,17.5,18.8,4.633411812,0.1671443952,0.1671443952,38873.434109825,38873.434109825
"12","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,17.6,18.6,3.549075738,0.1671443952,0.1671443952,29435.6053835401,29435.6053835401
"3","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,17.2,18.9,1.494205694,0.05951764554,0.05951764554,12487.2172029328,12487.2172029328
"8","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,17.8,18.9,1.704713197,0.05951764554,0.05951764554,14319.4293800884,14319.4293800884
"14","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,17.8,18.9,1.901035249,0.05951764554,0.05951764554,16028.1744328411,16028.1744328411
"9","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,15.6,18.6,0.6618791409,0.07164620902,0.07164620902,5137.26090394409,5137.26090394409
"14","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,15.2,18.4,2.288477065,0.07164620902,0.07164620902,19294.820522482,19294.820522482
"17","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,15.2,18.4,3.412637572,0.07164620902,0.07164620902,29079.2725759693,29079.2725759693
"4","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,15.3,17.8,1.103393512,0.1284939145,0.1284939145,8485.31709600679,8485.31709600679
"7","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,15.6,18.4,0.6950959205,0.1284939145,0.1284939145,4931.58239112264,4931.58239112264
"15","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,15.1,18.5,1.713305814,0.1284939145,0.1284939145,13793.8630185785,13793.8630185785
"2","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,31.3,31.8,1.693456186,0,0,14739.4795969277,14739.4795969277
"4","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,31.6,31.7,2.093638364,0,0,18222.579482504,18222.579482504
"9","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,31.4,32.2,1.73201529,0,0,15075.0897717774,15075.0897717774
"14","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,25.2,29.8,1.080393846,0,0,9403.51641891445,9403.51641891445
"17","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,25.8,29.1,2.540928665,0,0,22115.6983715528,22115.6983715528
"1","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,31.6,31.9,0,-0.00237524748,-0.00237524748,20.6736448563269,20.6736448563269
"3","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,31,31.7,0.1317429348,-0.00237524748,-0.00237524748,1167.33590608118,1167.33590608118
"5","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,31.6,31.8,0.1039843406,-0.00237524748,-0.00237524748,925.731053098998,925.731053098998
"12","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,25.8,30,0.1047334284,-0.00237524748,-0.00237524748,932.250952719482,932.250952719482
"18","CO","Arikaree River 2017-07-11","Arikaree River",2017,"July",2017-07-11,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,27,29.4,0.3030836354,-0.00237524748,-0.00237524748,2658.64863179288,2658.64863179288
"3","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,11.2,12.4,0.05212146467,0.07840284435,0.07840284435,-228.747494487861,0
"7","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,12.8,13.6,1.891005882,0.07840284435,0.07840284435,15776.5082507847,15776.5082507847
"10","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,11.7,12.7,1.392611482,0.07840284435,0.07840284435,11438.5902398235,11438.5902398235
"1","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,12.7,13.1,0,0,0,0,0
"6","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,12.3,13.8,0,0,0,0,0
"13","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,11.8,13.2,0.1144403251,0,0,996.064055758937,996.064055758937
"28","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,15.7,18.9,0.09441707204,0,0,821.785953743731,821.785953743731
"30","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,17.5,18,0.6213033343,0,0,5407.69102568207,5407.69102568207
"29","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,17.1,19.1,0.04289308448,0.01427963761,0.01427963761,249.045307357092,249.045307357092
"33","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,17.1,20.3,-0.003916796282,0.01427963761,0.01427963761,-158.377859613533,0
"A12","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,23.5,25.3,0.7952957228,0.5537906903,0.5537906903,2102.00802862053,2102.00802862053
"A6","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,23.2,25.6,1.083723406,0.5537906903,0.5537906903,4612.42074957623,4612.42074957623
"A9","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,23.6,25.4,0.9741107375,0.5537906903,0.5537906903,3658.37558190247,3658.37558190247
"A1","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,23.3,25.3,0.2956472254,-0.5832525406,-0.5832525406,7649.75514323789,7649.75514323789
"A10","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,23.4,25.4,-0.06230791657,-0.5832525406,-0.5832525406,4534.19032656293,4534.19032656293
"A5","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Light",0.003216991,22.3,25.3,0.7034413385,-0.5832525406,-0.5832525406,11199.107680065,11199.107680065
"B3","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,21.9,25.3,0.5679041362,0,0,4942.91585323055,4942.91585323055
"B6","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Light",0.003216991,22.6,25.4,0.3216387226,0,0,2799.47448805421,2799.47448805421
